nohup: ignoring input
============================================================
AGIFORMER PHASE 8: Scaling & Emergence (100M)
============================================================

🚀 Initializing Scaled Model...
   Architecture: 12 layers × 768 dim
   Parameters: 159.2M
   Device: cuda

📚 Loading Turkish Wikipedia Data...

⚙️  Training Configuration:
   Batch Size: 2 (effective: 8)
   Max Steps: 50,000
   Target Duration: ~5-7 days on T4

▶️  Starting Training...

Step     0/50000: Loss=5.5535 | BPC=8.0120 | LR=4.00e-07 | ETA=351.0h
Step   380/50000: Loss=1.9877 | BPC=2.8676 | LR=1.52e-04 | ETA=12.8h
Step   390/50000: Loss=2.0830 | BPC=3.0051 | LR=1.56e-04 | ETA=12.8h
Step   400/50000: Loss=2.0411 | BPC=2.9447 | LR=1.60e-04 | ETA=12.8h
Step   410/50000: Loss=1.8888 | BPC=2.7250 | LR=1.64e-04 | ETA=12.8h
Step   420/50000: Loss=1.8673 | BPC=2.6940 | LR=1.68e-04 | ETA=12.8h
Step   430/50000: Loss=1.9225 | BPC=2.7736 | LR=1.72e-04 | ETA=12.8h
Step   440/50000: Loss=2.0141 | BPC=2.9058 | LR=1.76e-04 | ETA=12.7h
Step   450/50000: Loss=1.8982 | BPC=2.7385 | LR=1.80e-04 | ETA=12.7h
Step   460/50000: Loss=1.8401 | BPC=2.6546 | LR=1.84e-04 | ETA=12.7h
Step   470/50000: Loss=1.7823 | BPC=2.5713 | LR=1.88e-04 | ETA=12.7h
Step   480/50000: Loss=1.8661 | BPC=2.6922 | LR=1.92e-04 | ETA=12.7h
Step   490/50000: Loss=1.7472 | BPC=2.5207 | LR=1.96e-04 | ETA=12.7h
Step   500/50000: Loss=1.7635 | BPC=2.5442 | LR=2.00e-04 | ETA=12.6h
Step   510/50000: Loss=1.7503 | BPC=2.5252 | LR=2.00e-04 | ETA=12.6h
Step   520/50000: Loss=1.7870 | BPC=2.5781 | LR=2.00e-04 | ETA=12.6h
Step   530/50000: Loss=1.9448 | BPC=2.8057 | LR=2.00e-04 | ETA=12.6h
Step   540/50000: Loss=1.7611 | BPC=2.5407 | LR=2.00e-04 | ETA=12.6h
Step   550/50000: Loss=1.8769 | BPC=2.7079 | LR=2.00e-04 | ETA=12.6h
Step   560/50000: Loss=1.8701 | BPC=2.6980 | LR=2.00e-04 | ETA=12.6h
Step   570/50000: Loss=1.9623 | BPC=2.8310 | LR=2.00e-04 | ETA=12.6h
Step   580/50000: Loss=1.8444 | BPC=2.6609 | LR=2.00e-04 | ETA=12.5h
Step   590/50000: Loss=1.7702 | BPC=2.5538 | LR=2.00e-04 | ETA=12.5h
Step   600/50000: Loss=1.7986 | BPC=2.5948 | LR=2.00e-04 | ETA=12.5h
Step   610/50000: Loss=1.7447 | BPC=2.5170 | LR=2.00e-04 | ETA=12.5h
Step   620/50000: Loss=1.7923 | BPC=2.5857 | LR=2.00e-04 | ETA=12.5h
Step   630/50000: Loss=1.9841 | BPC=2.8624 | LR=2.00e-04 | ETA=12.5h
Step   640/50000: Loss=1.6740 | BPC=2.4150 | LR=2.00e-04 | ETA=12.5h
Step   650/50000: Loss=1.7166 | BPC=2.4766 | LR=2.00e-04 | ETA=12.5h
Step   660/50000: Loss=1.7305 | BPC=2.4966 | LR=2.00e-04 | ETA=12.5h
Step   670/50000: Loss=1.8737 | BPC=2.7031 | LR=2.00e-04 | ETA=12.5h
Step   680/50000: Loss=1.7726 | BPC=2.5573 | LR=2.00e-04 | ETA=12.4h
Step   690/50000: Loss=1.6998 | BPC=2.4523 | LR=2.00e-04 | ETA=12.4h
Step   700/50000: Loss=2.2240 | BPC=3.2085 | LR=2.00e-04 | ETA=12.4h
Step   710/50000: Loss=1.6377 | BPC=2.3628 | LR=2.00e-04 | ETA=12.4h
Step   720/50000: Loss=1.6010 | BPC=2.3097 | LR=2.00e-04 | ETA=12.4h
Step   730/50000: Loss=1.6522 | BPC=2.3836 | LR=2.00e-04 | ETA=12.4h
Step   740/50000: Loss=1.7575 | BPC=2.5355 | LR=2.00e-04 | ETA=12.4h
Step   750/50000: Loss=1.8634 | BPC=2.6883 | LR=2.00e-04 | ETA=12.4h
Step   760/50000: Loss=1.7116 | BPC=2.4692 | LR=2.00e-04 | ETA=12.4h
Step   770/50000: Loss=1.7126 | BPC=2.4707 | LR=2.00e-04 | ETA=12.4h
Step   780/50000: Loss=1.7002 | BPC=2.4529 | LR=2.00e-04 | ETA=12.4h
Step   790/50000: Loss=1.7629 | BPC=2.5433 | LR=2.00e-04 | ETA=12.4h
Step   800/50000: Loss=1.7810 | BPC=2.5695 | LR=2.00e-04 | ETA=12.4h
Step   810/50000: Loss=1.7045 | BPC=2.4591 | LR=2.00e-04 | ETA=12.4h
Step   820/50000: Loss=2.2355 | BPC=3.2252 | LR=2.00e-04 | ETA=12.4h
Step   830/50000: Loss=1.5906 | BPC=2.2948 | LR=2.00e-04 | ETA=12.3h
Step   840/50000: Loss=1.7618 | BPC=2.5417 | LR=2.00e-04 | ETA=12.3h
Step   850/50000: Loss=1.7326 | BPC=2.4996 | LR=2.00e-04 | ETA=12.3h
Step   860/50000: Loss=1.6949 | BPC=2.4452 | LR=2.00e-04 | ETA=12.3h
Step   870/50000: Loss=1.6820 | BPC=2.4266 | LR=2.00e-04 | ETA=12.3h
Step   880/50000: Loss=1.6934 | BPC=2.4430 | LR=2.00e-04 | ETA=12.3h
Step   890/50000: Loss=1.5208 | BPC=2.1940 | LR=2.00e-04 | ETA=12.3h
Step   900/50000: Loss=1.6525 | BPC=2.3840 | LR=2.00e-04 | ETA=12.3h
Step   910/50000: Loss=1.6697 | BPC=2.4089 | LR=2.00e-04 | ETA=12.3h
Step   920/50000: Loss=1.5374 | BPC=2.2180 | LR=2.00e-04 | ETA=12.3h
Step   930/50000: Loss=1.5749 | BPC=2.2720 | LR=2.00e-04 | ETA=12.3h
Step   940/50000: Loss=1.5253 | BPC=2.2005 | LR=2.00e-04 | ETA=12.3h
Step   950/50000: Loss=1.6175 | BPC=2.3335 | LR=2.00e-04 | ETA=12.3h
Step   960/50000: Loss=1.6771 | BPC=2.4195 | LR=2.00e-04 | ETA=12.3h
Step   970/50000: Loss=1.6309 | BPC=2.3529 | LR=2.00e-04 | ETA=12.3h
Step   980/50000: Loss=1.8043 | BPC=2.6030 | LR=2.00e-04 | ETA=12.3h
Step   990/50000: Loss=1.6348 | BPC=2.3586 | LR=2.00e-04 | ETA=12.3h
Step  1000/50000: Loss=1.6361 | BPC=2.3603 | LR=2.00e-04 | ETA=12.2h
Step  1010/50000: Loss=1.9654 | BPC=2.8355 | LR=2.00e-04 | ETA=12.2h
Step  1020/50000: Loss=1.7383 | BPC=2.5079 | LR=2.00e-04 | ETA=12.2h
Step  1030/50000: Loss=1.7021 | BPC=2.4556 | LR=2.00e-04 | ETA=12.2h
Step  1040/50000: Loss=1.5942 | BPC=2.2999 | LR=2.00e-04 | ETA=12.2h
Step  1050/50000: Loss=1.7129 | BPC=2.4712 | LR=2.00e-04 | ETA=12.2h
Step  1060/50000: Loss=1.6385 | BPC=2.3638 | LR=2.00e-04 | ETA=12.2h
Step  1070/50000: Loss=1.7237 | BPC=2.4868 | LR=2.00e-04 | ETA=12.2h
Step  1080/50000: Loss=1.9039 | BPC=2.7467 | LR=2.00e-04 | ETA=12.2h
Step  1090/50000: Loss=1.4829 | BPC=2.1394 | LR=2.00e-04 | ETA=12.2h
Step  1100/50000: Loss=1.6278 | BPC=2.3484 | LR=2.00e-04 | ETA=12.2h
Step  1110/50000: Loss=1.5906 | BPC=2.2947 | LR=2.00e-04 | ETA=12.2h
Step  1120/50000: Loss=1.6805 | BPC=2.4245 | LR=2.00e-04 | ETA=12.2h
Step  1130/50000: Loss=1.6333 | BPC=2.3564 | LR=2.00e-04 | ETA=12.2h
Step  1140/50000: Loss=1.6344 | BPC=2.3580 | LR=2.00e-04 | ETA=12.2h
Step  1150/50000: Loss=1.5348 | BPC=2.2142 | LR=2.00e-04 | ETA=12.2h
Step  1160/50000: Loss=1.9109 | BPC=2.7568 | LR=2.00e-04 | ETA=12.2h
Step  1170/50000: Loss=1.6962 | BPC=2.4471 | LR=2.00e-04 | ETA=12.2h
Step  1180/50000: Loss=1.6320 | BPC=2.3545 | LR=2.00e-04 | ETA=12.2h
Step  1190/50000: Loss=1.5940 | BPC=2.2996 | LR=2.00e-04 | ETA=12.2h
Step  1200/50000: Loss=1.6361 | BPC=2.3604 | LR=2.00e-04 | ETA=12.2h
Step  1210/50000: Loss=1.8245 | BPC=2.6322 | LR=2.00e-04 | ETA=12.2h
Step  1220/50000: Loss=1.8469 | BPC=2.6645 | LR=2.00e-04 | ETA=12.2h
Step  1230/50000: Loss=1.5607 | BPC=2.2515 | LR=2.00e-04 | ETA=12.1h
Step  1240/50000: Loss=1.7386 | BPC=2.5083 | LR=2.00e-04 | ETA=12.1h
Step  1250/50000: Loss=1.8322 | BPC=2.6433 | LR=2.00e-04 | ETA=12.1h
Step  1260/50000: Loss=1.6658 | BPC=2.4033 | LR=2.00e-04 | ETA=12.1h
Step  1270/50000: Loss=1.6684 | BPC=2.4070 | LR=2.00e-04 | ETA=12.1h
Step  1280/50000: Loss=1.6627 | BPC=2.3987 | LR=2.00e-04 | ETA=12.1h
Step  1290/50000: Loss=1.6119 | BPC=2.3255 | LR=2.00e-04 | ETA=12.1h
Step  1300/50000: Loss=1.6981 | BPC=2.4498 | LR=2.00e-04 | ETA=12.1h
Step  1310/50000: Loss=1.6790 | BPC=2.4223 | LR=2.00e-04 | ETA=12.1h
Step  1320/50000: Loss=1.5686 | BPC=2.2630 | LR=2.00e-04 | ETA=12.1h
Step  1330/50000: Loss=1.6129 | BPC=2.3270 | LR=2.00e-04 | ETA=12.1h
Step  1340/50000: Loss=1.5338 | BPC=2.2128 | LR=2.00e-04 | ETA=12.1h
Step  1350/50000: Loss=1.7681 | BPC=2.5508 | LR=2.00e-04 | ETA=12.1h
Step  1360/50000: Loss=1.9197 | BPC=2.7695 | LR=2.00e-04 | ETA=12.1h
Step  1370/50000: Loss=1.8706 | BPC=2.6988 | LR=2.00e-04 | ETA=12.1h
Step  1380/50000: Loss=1.5694 | BPC=2.2642 | LR=2.00e-04 | ETA=12.1h
Step  1390/50000: Loss=1.8783 | BPC=2.7098 | LR=2.00e-04 | ETA=12.1h
Step  1400/50000: Loss=1.8413 | BPC=2.6564 | LR=2.00e-04 | ETA=12.1h
Step  1410/50000: Loss=1.5536 | BPC=2.2414 | LR=2.00e-04 | ETA=12.1h
Step  1420/50000: Loss=2.0806 | BPC=3.0017 | LR=2.00e-04 | ETA=12.1h
Step  1430/50000: Loss=2.0367 | BPC=2.9384 | LR=2.00e-04 | ETA=12.1h
Step  1440/50000: Loss=1.4884 | BPC=2.1473 | LR=2.00e-04 | ETA=12.0h
Step  1450/50000: Loss=1.5341 | BPC=2.2133 | LR=2.00e-04 | ETA=12.0h
Step  1460/50000: Loss=1.5182 | BPC=2.1903 | LR=2.00e-04 | ETA=12.0h
Step  1470/50000: Loss=1.6224 | BPC=2.3406 | LR=2.00e-04 | ETA=12.0h
Step  1480/50000: Loss=1.6415 | BPC=2.3682 | LR=2.00e-04 | ETA=12.0h
Step  1490/50000: Loss=1.5221 | BPC=2.1959 | LR=2.00e-04 | ETA=12.0h
Step  1500/50000: Loss=1.6147 | BPC=2.3295 | LR=2.00e-04 | ETA=12.0h
Step  1510/50000: Loss=1.9050 | BPC=2.7484 | LR=2.00e-04 | ETA=12.0h
Step  1520/50000: Loss=1.4730 | BPC=2.1251 | LR=2.00e-04 | ETA=12.0h
Step  1530/50000: Loss=1.5754 | BPC=2.2729 | LR=2.00e-04 | ETA=12.0h
Step  1540/50000: Loss=1.4829 | BPC=2.1393 | LR=2.00e-04 | ETA=12.0h
Step  1550/50000: Loss=1.5407 | BPC=2.2227 | LR=2.00e-04 | ETA=12.0h
Step  1560/50000: Loss=1.5099 | BPC=2.1784 | LR=2.00e-04 | ETA=12.0h
Step  1570/50000: Loss=1.5011 | BPC=2.1657 | LR=2.00e-04 | ETA=12.0h
Step  1580/50000: Loss=1.5229 | BPC=2.1971 | LR=2.00e-04 | ETA=12.0h
Step  1590/50000: Loss=1.5309 | BPC=2.2086 | LR=2.00e-04 | ETA=12.0h
Step  1600/50000: Loss=1.5430 | BPC=2.2261 | LR=2.00e-04 | ETA=12.0h
Step  1610/50000: Loss=1.7420 | BPC=2.5132 | LR=2.00e-04 | ETA=12.0h
Step  1620/50000: Loss=1.5438 | BPC=2.2272 | LR=2.00e-04 | ETA=12.0h
Step  1630/50000: Loss=1.5295 | BPC=2.2066 | LR=2.00e-04 | ETA=12.0h
Step  1640/50000: Loss=1.6543 | BPC=2.3866 | LR=2.00e-04 | ETA=12.0h
Step  1650/50000: Loss=1.5665 | BPC=2.2600 | LR=2.00e-04 | ETA=12.0h
Step  1660/50000: Loss=1.6430 | BPC=2.3703 | LR=2.00e-04 | ETA=12.0h
Step  1670/50000: Loss=1.4827 | BPC=2.1390 | LR=2.00e-04 | ETA=12.0h
Step  1680/50000: Loss=1.3738 | BPC=1.9819 | LR=2.00e-04 | ETA=12.0h
Step  1690/50000: Loss=1.5602 | BPC=2.2509 | LR=2.00e-04 | ETA=12.0h
Step  1700/50000: Loss=1.5933 | BPC=2.2987 | LR=2.00e-04 | ETA=12.0h
Step  1710/50000: Loss=1.5841 | BPC=2.2854 | LR=2.00e-04 | ETA=12.0h
Step  1720/50000: Loss=1.8092 | BPC=2.6101 | LR=2.00e-04 | ETA=12.0h
Step  1730/50000: Loss=1.5787 | BPC=2.2776 | LR=2.00e-04 | ETA=11.9h
Step  1740/50000: Loss=1.4961 | BPC=2.1584 | LR=2.00e-04 | ETA=11.9h
Step  1750/50000: Loss=1.4962 | BPC=2.1586 | LR=2.00e-04 | ETA=11.9h
Step  1760/50000: Loss=1.4929 | BPC=2.1537 | LR=2.00e-04 | ETA=11.9h
Step  1770/50000: Loss=1.7292 | BPC=2.4948 | LR=2.00e-04 | ETA=11.9h
Step  1780/50000: Loss=1.5472 | BPC=2.2321 | LR=2.00e-04 | ETA=11.9h
Step  1790/50000: Loss=1.4415 | BPC=2.0796 | LR=2.00e-04 | ETA=11.9h
Step  1800/50000: Loss=1.6296 | BPC=2.3511 | LR=2.00e-04 | ETA=11.9h
Step  1810/50000: Loss=1.4234 | BPC=2.0535 | LR=2.00e-04 | ETA=11.9h
Step  1820/50000: Loss=1.4363 | BPC=2.0722 | LR=2.00e-04 | ETA=11.9h
Step  1830/50000: Loss=1.6965 | BPC=2.4475 | LR=2.00e-04 | ETA=11.9h
Step  1840/50000: Loss=1.6066 | BPC=2.3178 | LR=2.00e-04 | ETA=11.9h
Step  1850/50000: Loss=1.5362 | BPC=2.2162 | LR=2.00e-04 | ETA=11.9h
Step  1860/50000: Loss=1.4802 | BPC=2.1355 | LR=2.00e-04 | ETA=11.9h
Step  1870/50000: Loss=1.4984 | BPC=2.1617 | LR=2.00e-04 | ETA=11.9h
Step  1880/50000: Loss=1.6391 | BPC=2.3647 | LR=2.00e-04 | ETA=11.9h
Step  1890/50000: Loss=1.4983 | BPC=2.1616 | LR=2.00e-04 | ETA=11.9h
Step  1900/50000: Loss=1.4227 | BPC=2.0525 | LR=2.00e-04 | ETA=11.9h
Step  1910/50000: Loss=1.4238 | BPC=2.0541 | LR=2.00e-04 | ETA=11.9h
Step  1920/50000: Loss=1.6786 | BPC=2.4217 | LR=2.00e-04 | ETA=11.9h
Step  1930/50000: Loss=1.6927 | BPC=2.4420 | LR=2.00e-04 | ETA=11.9h
Step  1940/50000: Loss=1.5884 | BPC=2.2916 | LR=2.00e-04 | ETA=11.9h
Step  1950/50000: Loss=1.5503 | BPC=2.2365 | LR=2.00e-04 | ETA=11.9h
Step  1960/50000: Loss=1.5156 | BPC=2.1866 | LR=2.00e-04 | ETA=11.9h
Step  1970/50000: Loss=1.4228 | BPC=2.0527 | LR=2.00e-04 | ETA=11.9h
Step  1980/50000: Loss=1.3802 | BPC=1.9912 | LR=2.00e-04 | ETA=11.9h
Step  1990/50000: Loss=1.6755 | BPC=2.4173 | LR=2.00e-04 | ETA=11.9h
Step  2000/50000: Loss=1.6463 | BPC=2.3752 | LR=2.00e-04 | ETA=11.9h

-- VALIDATION (Step 2000) --
   Val Loss: 1.4579 | Val BPC: 2.1033
   ✅ Saved best_model_scaled.pth (BPC: 2.1033)
   💾 Saved checkpoint_step_2000.pth

Step  2010/50000: Loss=1.4878 | BPC=2.1465 | LR=2.00e-04 | ETA=12.0h
Step  2020/50000: Loss=1.3592 | BPC=1.9609 | LR=2.00e-04 | ETA=12.0h
Step  2030/50000: Loss=1.4690 | BPC=2.1194 | LR=2.00e-04 | ETA=12.0h
Step  2040/50000: Loss=1.4456 | BPC=2.0855 | LR=2.00e-04 | ETA=12.0h
Step  2050/50000: Loss=1.4263 | BPC=2.0577 | LR=2.00e-04 | ETA=12.0h
Step  2060/50000: Loss=1.5335 | BPC=2.2123 | LR=2.00e-04 | ETA=12.0h
Step  2070/50000: Loss=1.5762 | BPC=2.2740 | LR=2.00e-04 | ETA=11.9h
Step  2080/50000: Loss=1.6865 | BPC=2.4331 | LR=2.00e-04 | ETA=11.9h
Step  2090/50000: Loss=1.6069 | BPC=2.3183 | LR=2.00e-04 | ETA=11.9h
Step  2100/50000: Loss=1.4077 | BPC=2.0309 | LR=2.00e-04 | ETA=11.9h
Step  2110/50000: Loss=1.4666 | BPC=2.1158 | LR=2.00e-04 | ETA=11.9h
Step  2120/50000: Loss=1.4456 | BPC=2.0855 | LR=2.00e-04 | ETA=11.9h
Step  2130/50000: Loss=1.6378 | BPC=2.3629 | LR=2.00e-04 | ETA=11.9h
Step  2140/50000: Loss=1.5081 | BPC=2.1758 | LR=2.00e-04 | ETA=11.9h
Step  2150/50000: Loss=1.4937 | BPC=2.1550 | LR=2.00e-04 | ETA=11.9h
Step  2160/50000: Loss=1.6343 | BPC=2.3578 | LR=2.00e-04 | ETA=11.9h
Step  2170/50000: Loss=1.5613 | BPC=2.2525 | LR=2.00e-04 | ETA=11.9h
Step  2180/50000: Loss=1.4191 | BPC=2.0474 | LR=2.00e-04 | ETA=11.9h
Step  2190/50000: Loss=1.3642 | BPC=1.9682 | LR=2.00e-04 | ETA=11.9h
Step  2200/50000: Loss=1.5265 | BPC=2.2022 | LR=2.00e-04 | ETA=11.9h
Step  2210/50000: Loss=1.4464 | BPC=2.0867 | LR=2.00e-04 | ETA=11.9h
Step  2220/50000: Loss=1.5904 | BPC=2.2945 | LR=2.00e-04 | ETA=11.9h
Step  2230/50000: Loss=1.5774 | BPC=2.2757 | LR=2.00e-04 | ETA=11.9h
Step  2240/50000: Loss=1.5555 | BPC=2.2441 | LR=2.00e-04 | ETA=11.9h
Step  2250/50000: Loss=1.6275 | BPC=2.3480 | LR=2.00e-04 | ETA=11.9h
Step  2260/50000: Loss=1.4323 | BPC=2.0664 | LR=2.00e-04 | ETA=11.9h
Step  2270/50000: Loss=1.4311 | BPC=2.0646 | LR=2.00e-04 | ETA=11.9h
Step  2280/50000: Loss=1.5163 | BPC=2.1876 | LR=2.00e-04 | ETA=11.9h
Step  2290/50000: Loss=2.1743 | BPC=3.1368 | LR=2.00e-04 | ETA=11.9h
Step  2300/50000: Loss=1.4644 | BPC=2.1127 | LR=2.00e-04 | ETA=11.9h
Step  2310/50000: Loss=1.4481 | BPC=2.0892 | LR=2.00e-04 | ETA=11.9h
Step  2320/50000: Loss=1.5349 | BPC=2.2144 | LR=2.00e-04 | ETA=11.9h
Step  2330/50000: Loss=1.4318 | BPC=2.0657 | LR=2.00e-04 | ETA=11.9h
Step  2340/50000: Loss=1.4918 | BPC=2.1522 | LR=2.00e-04 | ETA=11.9h
Step  2350/50000: Loss=1.4747 | BPC=2.1275 | LR=2.00e-04 | ETA=11.9h
Step  2360/50000: Loss=1.5922 | BPC=2.2970 | LR=2.00e-04 | ETA=11.9h
Step  2370/50000: Loss=1.4115 | BPC=2.0363 | LR=2.00e-04 | ETA=11.9h
Step  2380/50000: Loss=1.3743 | BPC=1.9826 | LR=2.00e-04 | ETA=11.9h
Step  2390/50000: Loss=1.5834 | BPC=2.2843 | LR=2.00e-04 | ETA=11.9h
Step  2400/50000: Loss=1.5830 | BPC=2.2838 | LR=2.00e-04 | ETA=11.9h
Step  2410/50000: Loss=1.6839 | BPC=2.4294 | LR=2.00e-04 | ETA=11.9h
Step  2420/50000: Loss=1.4663 | BPC=2.1154 | LR=2.00e-04 | ETA=11.9h
Step  2430/50000: Loss=1.4737 | BPC=2.1261 | LR=2.00e-04 | ETA=11.9h
Step  2440/50000: Loss=1.6967 | BPC=2.4478 | LR=2.00e-04 | ETA=11.9h
Step  2450/50000: Loss=1.5028 | BPC=2.1680 | LR=2.00e-04 | ETA=11.9h
Step  2460/50000: Loss=1.4912 | BPC=2.1514 | LR=2.00e-04 | ETA=11.9h
Step  2470/50000: Loss=1.4398 | BPC=2.0772 | LR=2.00e-04 | ETA=11.9h
Step  2480/50000: Loss=1.4469 | BPC=2.0874 | LR=2.00e-04 | ETA=11.9h
Step  2490/50000: Loss=1.5393 | BPC=2.2207 | LR=2.00e-04 | ETA=11.9h
Step  2500/50000: Loss=1.9662 | BPC=2.8366 | LR=2.00e-04 | ETA=11.9h
Step  2510/50000: Loss=1.6784 | BPC=2.4214 | LR=2.00e-04 | ETA=11.8h
Step  2520/50000: Loss=1.4781 | BPC=2.1324 | LR=2.00e-04 | ETA=11.8h
Step  2530/50000: Loss=1.4738 | BPC=2.1262 | LR=2.00e-04 | ETA=11.8h
Step  2540/50000: Loss=1.5560 | BPC=2.2448 | LR=2.00e-04 | ETA=11.8h
Step  2550/50000: Loss=1.6872 | BPC=2.4341 | LR=2.00e-04 | ETA=11.8h
Step  2560/50000: Loss=1.5845 | BPC=2.2860 | LR=2.00e-04 | ETA=11.8h
Step  2570/50000: Loss=1.5251 | BPC=2.2003 | LR=2.00e-04 | ETA=11.8h
Step  2580/50000: Loss=1.3773 | BPC=1.9871 | LR=2.00e-04 | ETA=11.8h
Step  2590/50000: Loss=1.5407 | BPC=2.2228 | LR=2.00e-04 | ETA=11.8h
Step  2600/50000: Loss=1.5723 | BPC=2.2684 | LR=2.00e-04 | ETA=11.8h
Step  2610/50000: Loss=1.4763 | BPC=2.1299 | LR=2.00e-04 | ETA=11.8h
Step  2620/50000: Loss=1.4706 | BPC=2.1217 | LR=2.00e-04 | ETA=11.8h
Step  2630/50000: Loss=1.4685 | BPC=2.1186 | LR=2.00e-04 | ETA=11.8h
Step  2640/50000: Loss=1.4774 | BPC=2.1314 | LR=2.00e-04 | ETA=11.8h
Step  2650/50000: Loss=1.6017 | BPC=2.3107 | LR=2.00e-04 | ETA=11.8h
Step  2660/50000: Loss=1.4138 | BPC=2.0396 | LR=2.00e-04 | ETA=11.8h
Step  2670/50000: Loss=1.5090 | BPC=2.1771 | LR=2.00e-04 | ETA=11.8h
Step  2680/50000: Loss=1.3436 | BPC=1.9385 | LR=2.00e-04 | ETA=11.8h
Step  2690/50000: Loss=1.5172 | BPC=2.1889 | LR=2.00e-04 | ETA=11.8h
Step  2700/50000: Loss=1.4913 | BPC=2.1515 | LR=2.00e-04 | ETA=11.8h
Step  2710/50000: Loss=1.2104 | BPC=1.7463 | LR=2.00e-04 | ETA=11.8h
Step  2720/50000: Loss=1.6079 | BPC=2.3198 | LR=2.00e-04 | ETA=11.8h
Step  2730/50000: Loss=1.5084 | BPC=2.1761 | LR=2.00e-04 | ETA=11.8h
Step  2740/50000: Loss=1.3498 | BPC=1.9474 | LR=2.00e-04 | ETA=11.8h
Step  2750/50000: Loss=1.4682 | BPC=2.1182 | LR=2.00e-04 | ETA=11.8h
